id,id-prov,date,title,language,author,city,materials,dimensions,domain,description,notes,condition,observations,provenance,links,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.1,112,1976,"MOON MORPHOLOGY, INTERPRETATIONS BASED ON LUNAR ORBITER PHOTOGRAPHY",Anglais,SCHULTZ Peter H.,"Austin, Londres, University of Texas press","reliure (bradel) mécanique en toile enduite, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique imprimé, corps d'ouvrage en papier glacé, jaquette en papier","28,7 x 22,8 x 4,2",Livre,"Nombreuses illustrations en n&b. [XVIII], 626 p. ",,A,,"Fatcitybooks.com, Stockton, USA, 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976.2,168,1976,GUIDE TO THE MOON,Anglais,MOORE Patrick,"Guideford & Londres, Lutterworth","reliure (bradel) mécanique en toile enduite, titrage en long au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique, jaquette en papier glacé","22,3 x 14,5 x 3,2",Livre,Ouvrage de 320 p. comprenant 8 planches illustrées en n&b,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1977.1,199,1977,GEOLOGY OF THE APOLLO LANDING SITE IN THE FRA MAURO HIGHLANDS,Anglais,Collectif,"Washington, U.S. Government printing office","reliure mécanique à dos collé et agrafé, couverture souple en papier pâte mécanique, corps d'ouvrage en papier glacé, corps d'ouvrage creusé pour laisser place à une chemise en papier pâte mécanique coloré où se trouvent des cartes en papier pâte mécanique pliées ","28,9 x 23,1 x 2,5",Livre,"Ouvrage composé de 103 p. de texte imprimé relié en n&b avec de nombreuses photographies, suivi d'une pochette contenant 7 cartes imprimées en couleur et en n&b. ", ,A,,,Cf n°198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1978.1,45,1978,APOLLO OVER THE MOON : A VIEW FROM ORBIT,Anglais,MAZURSKY / COLTON / EL-BAZ,"Washington, éditions de la NASA","reliure (bradel) mécanique en toile enduite imprimé, titrage au dos et sur le plat supérieur, tranchefile mécanique, corps d'ouvrage en papier glacé, gardes et contregardes imprimées avec des faces de la Lune  ","29,6 x 24 x 2",Livre,"Imprimé en couleurs. [VII], 255 p. ",3 exemplaires identiques de ce volume,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1980.1,218,1980,EXPERIMENTAL PHOTOGRAMETRY OF LUNAR IMAGES,Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,"Washington, éditions de la NASA","cahier chemise agrafé par le centre en papier pâte chimique coloré, corps d'ouvrage en papier glacé, enveloppe en papier mécanique collée sur le revers de la dernière page dans lequel se trouvent des cartes en papier mécanique"," 29 x 23 x 0,7",Livre,Ouvrage composé d'un texte de 23 p. et d'une pochette collée sur la couverture contenant une carte,2 ouvrages similaires dans la collection,A,,,Cf n°146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1981.1,198,1981,"GEOLOGY OF THE APOLLO 16 AREA, CENTRAL LUNAR HIGHLANDS",Anglais,ULRICH Georges E. / HODGES Carol Ann / MUEHLBERGER William R.,"Washington, U.S. Government printing office","Portfolio en carton sans liens ni remplis, recouvert d'un papier coloré rose pâle pâte mécanique, titrage imprimé au dos et sur le plat supérieur, comprenant une reliure à dos collé, couverture souple en papier pâte mécanique et corps d'ouvrage en papier glacé, chemise en carte pâte mécanique jaune pâle regroupant des des cartes en papier glacé pliées","32 x 24,5 x 6",Portfolio,"Portfolio composé de 539 p. de texte imprimé relié en n&b avec de nombreuses photographies, suivi d'une pochette contenant 1 carte imprimée en couleur et 11 en n&b. Planche-contact dans une enveloppe collée à l'intérieur de la couverture.  ","A l'intérieur, 10 tirages photographiques et une carte de la Lune libres. A conserver à part ?",A,,,Cf n°199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1982.1,111,1982,ON A MARCHE SUR LA LUNE,Français,HERGE,"Tournai, Casterman","cartonnage mécanique en papier glacé, titrage en long au dos, gardes et contregardes en papier pâte mécanique imprimée, corps d'ouvrage en papier glacé","30,3 x 22,7 x 1",Bande dessinée,62 pages de planches illustrées en couleur,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989.1,181,1989,REMEMBERING THE MOON,Anglais,CRONKITE Walter L. ,"Massachussets, Thornwillow press","plein chagrin noir, dos brisé à soufflet avec 5 nerfs apparents, titrage à l'or au dos, titrage à l'or sur le plat supérieur, avec 15 petites étoiles à l'or et une Lune en argent, gardes et contregardes en papier Arches, corps d'ouvrage en papier Arches - livre conservé dans une boîte (1/2 dos vachette noire à 5 nerfs apparents, tapissée de toile moirée noire)","33,1 x 22,7 x 2,3",Livre,"Page de titre en noir et rouge, 79 p., illustrations (bois gravés en couleur d'Irena Martens), reliure de Karl Foulkes",Exemplaire n° XLVIII sur CCL signé,A,"Dimension de la boîte 36,2 x 26,5 x 4,4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990.1,88,1990,MONDATLAS,Allemand,RÜKL A.,"Hanau, Werner Dausien","reliure  mécanique à dos carré en toile, jaquette d'origine en papier glacé plastifié collé sur le plat supérieur, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique imprimé, corps d'ouvrage en papier pâte mécanique","30,1 x 21,7 x 2,7",Livre,"224 p., nombreuses planches en n&b et en couleur et nombreuses illustrations dans le texte",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1991.1,102,1991,"LUNAR SOURCEBOOK, A USER'S GUIDE TO THE MOON",Anglais,"HEIKEN Grant, VANIMAN David / FRENCH Bevan M.",Cambridge university press,"reliure (bradel) mécanique en papier glacé, impression titrage en long au dos et sur le plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier pâte mécanique","26 x 18,7 x 4,4",Livre,"[XIX], 736 p.+ 8 pages de planches imprimées en couleur au milieu de l'ouvrage.","Tampons et cote de la bibliothèque de Port Orange, FL. ",A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992.1,117,1992,ATLAS OF THE MOON,Anglais,"RÜKL Antonin, édité par T.W. RACKHAM","Prague, Kalambach books","reliure (bradel) mécanique en papier glacé, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique imprimé, corps d'ouvrage en papier glacé, jaquette en papier glacé ","30,2 x 22,4 x 2",Livre,"224 p., nombreuses illustrations en n&b et en 3 couleurs",,A,,,Cf n°118/131/132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993.1,97,1993,"TO A ROCKY MOON, A GEOLOGIST'S HISTORY OF LUNAR EXPLORATION",Anglais,WILHELMS E. ,"Tucson & Londres, The university of Arizona press","reliure mécanique à dos collé, couverture souple en carte, corps d'ouvrage en papier pâte mécanique","15,5 x 23,5 x 3,3",Livre,"[XIII], 477 p.",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.1.1,179,1994,"A MAN ON THE MOON, I : ONE GIANT STEP",Anglais,CHAIKIN Andrew,"Alexandria, Virginie, Time-life books","reliure (bradel) mécanique en toile enduite, titrage argent au dos et sur le plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier glacé, jaquette en papier glacé, volume dans un étui en carton tapissé de papier glacé imprimé avec le tome II et le tome III","28,4 x 24 x 3,6",Livre,"Tome 1, 367 p. illustrées en couleur",Série en 3 tomes conservés dans un étui,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.1.2,179b,1994,"A MAN ON THE MOON, II : THE ODDYSEY CONTINUES",Anglais,CHAIKIN Andrew,"Alexandria, Virginie, Time-life books","reliure (bradel) mécanique en toile enduite, titrage argent au dos et sur le plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier glacé, jaquette en papier glacé, volume dans un étui en carton tapissé de papier glacé imprimé avec le tome I et le tome III","28,4 x 24 x 2,5",Livre,"Tome 2, 256 p. illustrées en couleur",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994.1.3,179c,1994,"A MAN ON THE MOON, III : LUNAR EXPLORERS",Anglais,CHAIKIN Andrew,"Alexandria, Virginie, Time-life books","reliure (bradel) mécanique en toile enduite, titrage argent au dos et sur le plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier glacé, jaquette en papier glacé, volume dans un étui en carton tapissé de papier glacé imprimé ave le tome II et le tome III","28,4 x 24 x 3,1",Livre,"Tome 3, 366 p. illustrées en couleur",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1996.1,170,1996,THE ONCE AND FUTURE,Anglais,SPUDIS Paul D. ,Washington / Londres ,"reliure mécanique à dos collé, couverture souple en carte plastifié, corps d'ouvrage en papier pâte mécanique","22,8 x 15,3 x 2,1",Livre,Ouvrage de 308 p. avec quelques illustrations en n&b dans le texte,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997.1,166,1997,WELCOME TO THE MOON,Anglais,KELSEY Robert Bruce,"Happy Camp, CA, Naturegraph publishers","reliure mécanique à dos collé, couverture souple en carte plastifiée, corps d'ouvrage en papier pâte mécanique","21,6 x 14 x 0,8",Livre,"Ouvrage illustré en n&b, 110 p., 40 illustrations",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.1,96,1998,THE MOON  ,Anglais,SACHS Maryam,"New-York / Londres / Paris, Abbeville press publishers","reliure  mécanique à dos carré en toile, image en papier glacé collé sur le plat supérieur, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier glacé imprimé, corps d'ouvrage en papier glacé","21 x 14,7 x 2,5",Livre,207 p. en couleurs,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998.2,125,1998,"MISSION CONTROL, THIS IS APOLLO",Anglais,CHAIKIN Andrew / BEAN Alan,"New-York, Viking / Penguin books","reliure mécanique à dos carré en papier glacé, titrage en long au dos, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier pâte mécanique, jaquette en papier glacé","29,2 x 26,3 x  1,8",Livre,"Livre illustré de photographies et de dessins en couleurs. [XIV], 114 p.",Livre pour enfants ?,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.1,151,1999,FULL MOON,Anglais,LIGHT Michael,"New-York, Alfred A. Knopf","reliure mécanique à dos carré en papier glacé finition mate, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier glacé, jaquette en papier glacé finition mate","29,5x30,5x2,8",Livre,Ouvrage illustré en couleurs présentant 128 reproductions en pleine page de photos de la Lune,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999.2,162,1999,MAPPING AND NAMING THE MOON,Anglais,WHITAKER Ewen A.,Cambridge university press,"reliure mécanique à dos collé, couverture souple en carte plastifié, corps d'ouvrage en papier pâte mécanique","24,8 x 18,8 x 1,7",Livre,"Ouvrage illustré en n&b. [XIX], 242 p. ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.1,104,2000,"OBSERVING THE MOON, THE MODERN ASTRONOMER'S GUIDE",Anglais,NORTH Gerald,Cambridge university press,"reliure (bradel) mécanique en papier, titrage en long au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé, jaquette en papier glacé ","25,3 x 19,7 x 3,3",Livre,"Nombreuses illustrations en n&b. [X], 381 p.",,A,,,Cf n°105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.2,106,2000,OBSERVING THE MOON ,Anglais,WLASUK Peter ,"Londres, Springer","reliure (bradel) mécanique en papier glacé, impression titrage en long au dos et sur le plat supérieur, tranchefiles mécaniques, gardes et contregardes en papier glacé, corps d'ouvrage en papier pâte mécanique","27,6 x 19,7 x 1,8",Livre,"[X], 182 p. Nombreuses illustrations en n&b, CD-ROM en fin d'ouvrage dans une pochette collée sur le contreplat. ", ,A,,,Cf n°116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.3,107,2000,"DANS LE CHAMP DES ETOILES, LES PHOTOGRAPHIES ET LE CIEL",Français,BAJAC Quentin / GOUVION DE SAINT CYR Agnès,"Paris, éditions de la R.M.N.","reliure mécanique à dos collé, couverture souple en carte plastifiée, corps d'ouvrage en papier glacé","28 x 22 x 1,4",Livre,"Catalogue d'exposition du musée d'Orsay, 155 p.",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.4,149,2000,ATLAS OF THE LUNAR TERMINATOR,Anglais,WESTFALL John E.,"Londres, Cambridge university press","reliure (bradel) mécanique en toile enduite, titrage en long au dos, gardes et contregardes en papier pâte mécanique, corps d'ouvrage en papier glacé, jaquette en papier glacé","28,3 x 22,6 x 2,5",Livre,"Nombreuses illustrations dans le texte en n&b, [VII], 292 p.",,A,,,Cf n°134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000.5,256,2000,GEOLOGICAL INVESTIGATIONS SERIES 1-2769,Anglais,NATIONAL AERONAUTIC AND SPACE ADMINISTRATION,U.S.  Geological survey,"chemise en papier pâte mécanique fermée sur 3 côtés, feuillets en papier pâte mécanique ","30,1 x 23,5 x 1",Cartes et plans,"Carte de la Lune imprimée en couleur intitulée « Color-coded topography and shaded relief maps of the lunar hemisphere""", ,A,,,cf n°255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.1,93,2001,ON THE MOON,Anglais,MOORE Patrick,"Londres, Cassel & Co,","reliure (bradel) mécanique en toile enduite, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier pâte mécanique, jaquette en papier","24,2 x 16,5 x 2,9",Livre,"Frontispice, 16 pages d'illustrations en couleur sur papier glacé en milieu d'ouvrage. 240 p.",Etiquette « used » collée sur le dos de la jaquette,A, ,,Cf n°189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001.2,95,2001,"SUN, MOON & EARTH",Anglais,HEATH Robin,"New-York, Walter & Cie","reliure  mécanique à dos carré en papier gaufré, titrage en long au dos, tranchefiles mécaniques, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier pâte mécanique, jaquette en papier","17,5 x 15 x 1,3",Livre,"Ecrit et illustré par l'auteur. [VI], 58 p.",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002.1,94,2002,THE MYSTERY OF THE MOON ILLUSION,Anglais,ROSS Helen E. / PLUG Cornelis,"Oxford, Univsersity press","reliure (bradel) mécanique en toile enduite, titrage en long au dos, gardes et contregardes en papier pâte mécanique coloré, corps d'ouvrage en papier pâte mécanique, jaquette en papier glacé","24,7 x 17,5 x 2,3",Livre,"Frontispice, [VIII], 277 p., ",,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
